row_id,keyword,similarity_original,similarity_revised,doc_original,doc_revised
1,张乃清,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,浦江镇,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,浦江乡愁,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,农耕文化,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,乡风民俗,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,传统技艺,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,手工技艺,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,副业,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,竹木工艺,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
1,妇女纺织,0.7003,0.4271,"original = ""自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。""","自古以来，乡人深信“礼耕义种，必有丰年”, 坚持以农为本，以和为贵，以德为荣，以礼为重，不断改善乡风，建立公序良俗，乐耕勤织，守望相助。人们深信“只有懒人无懒田”，坚持“宁求土地不求人”。主动因地制宜，不违农时，大力兴修水利，尽力防灾，形成自己的农耕文化。乡人深信“老古话”：“箱里金，吃得完；手里经，吃不完。”在农闲时，他们依然“手脚闲不住”，善于利用自然资源扩展家庭副业，改善生活质量。这里的妇女心灵手巧，从小就学会纺纱、织布、刺绣、织带等技艺。这里的男子尤其喜欢钻研竹、木、泥工等技艺，时常就地取材，自己动手，制作生产工具和生活用品，扩建住宅。他们还大多擅长捉鱼摸蟹，涌现了不少高手。"
